000,111,0,1
000,111,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
111,000,0,1
000,111,1,0
000,111,0,1
000,111,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
111,000,1,0
111,000,0,1
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
011,100,0,1
111,000,1,0
111,000,0,1
011,100,0,1
000,111,1,0
100,011,0,1
000,111,0,1
000,111,1,0
100,011,1,0
011,100,0,1
011,100,1,0
011,100,1,0
111,000,0,1
000,111,1,0
100,011,1,0
011,100,0,1
111,000,1,0
011,100,1,0
111,000,0,1
000,111,0,1
100,011,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
011,100,1,0
011,100,0,1
011,100,0,1
100,011,1,0
100,011,1,0
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,1,0
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
111,000,0,1
000,111,1,0
000,111,0,1
000,111,0,1
011,100,1,0
011,100,1,0
111,000,0,1
100,011,1,0
100,011,1,0
111,000,0,1
000,111,1,0
000,111,1,0
111,000,0,1
111,000,1,0
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
111,000,0,1
111,000,1,0
111,000,0,1
000,111,0,1
000,111,1,0
000,111,0,1
000,111,0,1
111,000,1,0
